site,departure,country,destinations
tui,Norrköping,Aruba,"Aruba,"
tui,Norrköping,Barbados,"Barbados,"
tui,Norrköping,Brasilien,"Rio de Janeiro,"
tui,Norrköping,Bulgarien,"Nessebar,Obzor,Pomorie,Sunny Beach"
tui,Norrköping,Curacao,"Curacao,"
tui,Norrköping,Curacao,"Curacao,"
tui,Norrköping,Dominikanska republiken,"Bayahibe,Cabarete,Juan Dolio,Las Terrenas,Playa Dorada,Punta Cana,Samana,Santo Domingo"
tui,Norrköping,Dubai/Förenade Arabemiraten,"Abu Dhabi,Ajman,Bur Dubai,Deira,Downtown Dubai,Dubai Jumeirah Beach,Ras al Khaimah"
tui,Norrköping,Estland,"Tallinn,"
tui,Norrköping,Frankrike,"Franska alperna,Franska rivieran,Korsika,Lyon,Paris"
tui,Norrköping,Grekland,"Aten,Halkidiki,Karpathos,Korfu,Kos,Kreta,Lefkas,Mykonos,Parga-området,Peloponnesos,Rhodos,Samos,Santorini,Thessaloniki,Zakynthos"
tui,Norrköping,Indonesien,"Bali,"
tui,Norrköping,Irland,"Dublin,"
tui,Norrköping,Island,"Reykjavik,"
tui,Norrköping,Italien,"Amalfikusten,Bari,Bologna,Bologna,Florens,Gardasjön,Italienska alperna,Lecce,Milano,Pisa,Polignano a Mare,Rimini,Rom,Sardinien,Sicilien,Venedig,Verona"
tui,Norrköping,Jamaica,"Montego Bay,Negril,Ocho Rios"
tui,Norrköping,Kroatien,"Dubrovnik-kusten,Istrien,Makarska-rivieran,Zadar-kusten"
tui,Norrköping,Kuba,"Havanna,Varadero"
tui,Norrköping,Lettland,"Riga,"
tui,Norrköping,Maldiverna,"Ari Atoll,Baa Atoll,Dhaalu Atoll,Gaafu Alifu Atoll,Haa Dhaalu Atoll,Lhaviyani Atoll,Meemu Atoll,Noonu Atoll,North Male Atoll,Raa Atoll,South Male Atoll"
tui,Norrköping,Malta,"Gozo,Mellieha,Sliema,St Julian's,St Paul's Bay"
tui,Norrköping,Marocko,"Agadir,Marrakech"
tui,Norrköping,Mauritius,"Bel Ombre,Belle Mare,Blue Bay,Flic en Flac,Grand Baie,Le Morne"
tui,Norrköping,Mexico,"Akumal,Cancun,El Cuyo,Isla de Holbox,Playa Mujeres,Playa del Carmen,Puerto Aventuras,Puerto Morelos,Tulum"
tui,Norrköping,Montenegro,"Becici,Bijela,Budva,Igalo,Kotor,Kumbor,Lustica Bay,Petrovac,Sveti Stefan,Ulcinj"
tui,Norrköping,Nederländerna,"Amsterdam,"
tui,Norrköping,Polen,"Gdansk,Krakow,Sopot"
tui,Norrköping,Portugal,"Algarve,Lissabon,Madeira,Porto"
tui,Norrköping,Qatar,"Doha,"
tui,Norrköping,Seychellerna,"Mahé,Praslin"
tui,Norrköping,Singapore,"Singapore,"
tui,Norrköping,Spanien,"Barcelona,Bilbao,Costa Blanca,Costa Dorada,Costa de la Luz,Costa del Sol,Formentera,Ibiza,Kanarieöarna,Lloret de Mar,Madrid,Mallorca,Menorca,San Sebastián,Sevilla"
tui,Norrköping,Sri Lanka,"Ahungalla,Bentota,Hikkaduwa,Waikal"
tui,Norrköping,Storbritannien,"Edinburgh,London,Manchester"
tui,Norrköping,Sydafrika,"Västra Kapprovinsen,"
tui,Norrköping,Tanzania,"Zanzibar,"
tui,Norrköping,Thailand,"Ao Nang (Krabi),Bangkok,Hua Hin,Khanom,Khao Lak,Klong Muang Beach (Krabi),Koh Chang,Koh Hai,Koh Kood,Koh Kradan,Koh Lanta,Koh Samet,Koh Samui,Phuket"
tui,Norrköping,Tjeckien,"Prag,"
tui,Norrköping,Turkiet,"Antalyakusten,Bodrumkusten,Istanbul,Marmariskusten"
tui,Norrköping,Tyskland,"Berlin,München"
tui,Norrköping,USA,"Boston,Chicago,Florida,Las Vegas,Los Angeles,New Orleans,New York,San Diego,San Francisco,Washington DC"
tui,Norrköping,Ungern,"Budapest,"
tui,Norrköping,Vietnam,"Da Nang,Phu Quoc"
tui,Norrköping,Österrike,"Innsbruck (österrikiska alperna),Salzburg (österrikiska alperna),Wien"
tui,Skellefteå,Albanien,"Durres riviera,Vlora"
tui,Skellefteå,Aruba,"Aruba,"
tui,Skellefteå,Barbados,"Barbados,"
tui,Skellefteå,Brasilien,"Rio de Janeiro,"
tui,Skellefteå,Bulgarien,"Nessebar,Obzor,Pomorie,Sunny Beach"
tui,Skellefteå,Curacao,"Curacao,"
tui,Skellefteå,Curacao,"Curacao,"
tui,Skellefteå,Dominikanska republiken,"Bayahibe,Cabarete,Juan Dolio,Las Terrenas,Playa Dorada,Punta Cana,Samana,Santo Domingo"
tui,Skellefteå,Dubai/Förenade Arabemiraten,"Abu Dhabi,Ajman,Bur Dubai,Deira,Downtown Dubai,Dubai Jumeirah Beach,Ras al Khaimah"
tui,Skellefteå,Estland,"Tallinn,"
tui,Skellefteå,Frankrike,"Franska alperna,Franska rivieran,Korsika,Lyon,Paris"
tui,Skellefteå,Grekland,"Aten,Halkidiki,Karpathos,Korfu,Kos,Kreta,Lefkas,Mykonos,Parga-området,Peloponnesos,Rhodos,Samos,Santorini,Thessaloniki,Zakynthos"
tui,Skellefteå,Indonesien,"Bali,"
tui,Skellefteå,Irland,"Dublin,"
tui,Skellefteå,Island,"Reykjavik,"
tui,Skellefteå,Italien,"Amalfikusten,Bari,Bologna,Bologna,Florens,Gardasjön,Italienska alperna,Lecce,Milano,Pisa,Polignano a Mare,Rimini,Rom,Sardinien,Sicilien,Venedig,Verona"
tui,Skellefteå,Jamaica,"Montego Bay,Negril,Ocho Rios"
tui,Skellefteå,Kroatien,"Dubrovnik-kusten,Istrien,Makarska-rivieran,Zadar-kusten"
tui,Skellefteå,Kuba,"Havanna,Varadero"
tui,Skellefteå,Lettland,"Riga,"
tui,Skellefteå,Maldiverna,"Ari Atoll,Baa Atoll,Dhaalu Atoll,Gaafu Alifu Atoll,Haa Dhaalu Atoll,Lhaviyani Atoll,Meemu Atoll,Noonu Atoll,North Male Atoll,Raa Atoll,South Male Atoll"
tui,Skellefteå,Malta,"Gozo,Mellieha,Sliema,St Julian's,St Paul's Bay"
tui,Skellefteå,Marocko,"Agadir,Marrakech"
tui,Skellefteå,Mauritius,"Bel Ombre,Belle Mare,Blue Bay,Flic en Flac,Grand Baie,Le Morne"
tui,Skellefteå,Mexico,"Akumal,Cancun,El Cuyo,Isla de Holbox,Playa Mujeres,Playa del Carmen,Puerto Aventuras,Puerto Morelos,Tulum"
tui,Skellefteå,Montenegro,"Becici,Bijela,Budva,Igalo,Kotor,Kumbor,Lustica Bay,Petrovac,Sveti Stefan,Ulcinj"
tui,Skellefteå,Nederländerna,"Amsterdam,"
tui,Skellefteå,Polen,"Gdansk,Krakow,Sopot"
tui,Skellefteå,Portugal,"Algarve,Lissabon,Madeira,Porto"
tui,Skellefteå,Qatar,"Doha,"
tui,Skellefteå,Seychellerna,"Mahé,Praslin"
tui,Skellefteå,Singapore,"Singapore,"
tui,Skellefteå,Spanien,"Barcelona,Bilbao,Costa Blanca,Costa Dorada,Costa de la Luz,Costa del Sol,Formentera,Ibiza,Kanarieöarna,Lloret de Mar,Madrid,Mallorca,Menorca,San Sebastián,Sevilla"
tui,Skellefteå,Sri Lanka,"Ahungalla,Bentota,Hikkaduwa,Waikal"
tui,Skellefteå,Storbritannien,"Edinburgh,London,Manchester"
tui,Skellefteå,Sydafrika,"Västra Kapprovinsen,"
tui,Skellefteå,Tanzania,"Zanzibar,"
tui,Skellefteå,Thailand,"Ao Nang (Krabi),Bangkok,Hua Hin,Khanom,Khao Lak,Klong Muang Beach (Krabi),Koh Chang,Koh Hai,Koh Kood,Koh Kradan,Koh Lanta,Koh Samet,Koh Samui,Phuket"
tui,Skellefteå,Tjeckien,"Prag,"
tui,Skellefteå,Turkiet,"Antalyakusten,Bodrumkusten,Istanbul,Marmariskusten"
tui,Skellefteå,Tyskland,"Berlin,München"
tui,Skellefteå,USA,"Boston,Chicago,Florida,Las Vegas,Los Angeles,New Orleans,New York,San Diego,San Francisco,Washington DC"
tui,Skellefteå,Ungern,"Budapest,"
tui,Skellefteå,Vietnam,"Da Nang,Phu Quoc"
tui,Skellefteå,Österrike,"Innsbruck (österrikiska alperna),Salzburg (österrikiska alperna),Wien"
tui,Stockholm,Albanien,"Durres riviera,Vlora"
tui,Stockholm,Aruba,"Aruba,"
tui,Stockholm,Barbados,"Barbados,"
tui,Stockholm,Brasilien,"Rio de Janeiro,"
tui,Stockholm,Bulgarien,"Nessebar,Obzor,Pomorie,Sunny Beach"
tui,Stockholm,Curacao,"Curacao,"
tui,Stockholm,Curacao,"Curacao,"
tui,Stockholm,Dominikanska republiken,"Bayahibe,Cabarete,Juan Dolio,Las Terrenas,Playa Dorada,Punta Cana,Samana,Santo Domingo"
tui,Stockholm,Dubai/Förenade Arabemiraten,"Abu Dhabi,Ajman,Bur Dubai,Deira,Downtown Dubai,Dubai Jumeirah Beach,Ras al Khaimah"
tui,Stockholm,Estland,"Tallinn,"
tui,Stockholm,Frankrike,"Franska alperna,Franska rivieran,Korsika,Lyon,Paris"
tui,Stockholm,Grekland,"Aten,Halkidiki,Karpathos,Korfu,Kos,Kreta,Lefkas,Mykonos,Parga-området,Peloponnesos,Rhodos,Samos,Santorini,Thessaloniki,Zakynthos"
tui,Stockholm,Indonesien,"Bali,"
tui,Stockholm,Irland,"Dublin,"
tui,Stockholm,Island,"Reykjavik,"
tui,Stockholm,Italien,"Amalfikusten,Bari,Bologna,Bologna,Florens,Gardasjön,Italienska alperna,Lecce,Milano,Pisa,Polignano a Mare,Rimini,Rom,Sardinien,Sicilien,Venedig,Verona"
tui,Stockholm,Jamaica,"Montego Bay,Negril,Ocho Rios"
tui,Stockholm,Kroatien,"Dubrovnik-kusten,Istrien,Makarska-rivieran,Zadar-kusten"
tui,Stockholm,Kuba,"Havanna,Varadero"
tui,Stockholm,Lettland,"Riga,"
tui,Stockholm,Maldiverna,"Ari Atoll,Baa Atoll,Dhaalu Atoll,Gaafu Alifu Atoll,Haa Dhaalu Atoll,Lhaviyani Atoll,Meemu Atoll,Noonu Atoll,North Male Atoll,Raa Atoll,South Male Atoll"
tui,Stockholm,Malta,"Gozo,Mellieha,Sliema,St Julian's,St Paul's Bay"
tui,Stockholm,Marocko,"Agadir,Marrakech"
tui,Stockholm,Mauritius,"Bel Ombre,Belle Mare,Blue Bay,Flic en Flac,Grand Baie,Le Morne"
tui,Stockholm,Mexico,"Akumal,Cancun,El Cuyo,Isla de Holbox,Playa Mujeres,Playa del Carmen,Puerto Aventuras,Puerto Morelos,Tulum"
tui,Stockholm,Montenegro,"Becici,Bijela,Budva,Igalo,Kotor,Kumbor,Lustica Bay,Petrovac,Sveti Stefan,Ulcinj"
tui,Stockholm,Nederländerna,"Amsterdam,"
tui,Stockholm,Polen,"Gdansk,Krakow,Sopot"
tui,Stockholm,Portugal,"Algarve,Lissabon,Madeira,Porto"
tui,Stockholm,Qatar,"Doha,"
tui,Stockholm,Seychellerna,"Mahé,Praslin"
tui,Stockholm,Singapore,"Singapore,"
tui,Stockholm,Spanien,"Barcelona,Bilbao,Costa Blanca,Costa Dorada,Costa de la Luz,Costa del Sol,Formentera,Ibiza,Kanarieöarna,Lloret de Mar,Madrid,Mallorca,Menorca,San Sebastián,Sevilla"
tui,Stockholm,Sri Lanka,"Ahungalla,Bentota,Hikkaduwa,Waikal"
tui,Stockholm,Storbritannien,"Edinburgh,London,Manchester"
tui,Stockholm,Sydafrika,"Västra Kapprovinsen,"
tui,Stockholm,Tanzania,"Zanzibar,"
tui,Stockholm,Thailand,"Ao Nang (Krabi),Bangkok,Hua Hin,Khanom,Khao Lak,Klong Muang Beach (Krabi),Koh Chang,Koh Hai,Koh Kood,Koh Kradan,Koh Lanta,Koh Samet,Koh Samui,Phuket"
tui,Stockholm,Tjeckien,"Prag,"
tui,Stockholm,Turkiet,"Antalyakusten,Bodrumkusten,Istanbul,Marmariskusten"
tui,Stockholm,Tyskland,"Berlin,München"
tui,Stockholm,USA,"Boston,Chicago,Florida,Las Vegas,Los Angeles,New Orleans,New York,San Diego,San Francisco,Washington DC"
tui,Stockholm,Ungern,"Budapest,"
tui,Stockholm,Vietnam,"Da Nang,Phu Quoc"
tui,Stockholm,Österrike,"Innsbruck (österrikiska alperna),Salzburg (österrikiska alperna),Wien"
tui,Stockholm-Bromma,Albanien,"Durres riviera,Vlora"
tui,Stockholm-Bromma,Aruba,"Aruba,"
tui,Stockholm-Bromma,Barbados,"Barbados,"
tui,Stockholm-Bromma,Brasilien,"Rio de Janeiro,"
tui,Stockholm-Bromma,Bulgarien,"Nessebar,Obzor,Pomorie,Sunny Beach"
tui,Stockholm-Bromma,Curacao,"Curacao,"
tui,Stockholm-Bromma,Curacao,"Curacao,"
tui,Stockholm-Bromma,Dominikanska republiken,"Bayahibe,Cabarete,Juan Dolio,Las Terrenas,Playa Dorada,Punta Cana,Samana,Santo Domingo"
tui,Stockholm-Bromma,Dubai/Förenade Arabemiraten,"Abu Dhabi,Ajman,Bur Dubai,Deira,Downtown Dubai,Dubai Jumeirah Beach,Ras al Khaimah"
tui,Stockholm-Bromma,Estland,"Tallinn,"
tui,Stockholm-Bromma,Frankrike,"Franska alperna,Franska rivieran,Korsika,Lyon,Paris"
tui,Stockholm-Bromma,Grekland,"Aten,Halkidiki,Karpathos,Korfu,Kos,Kreta,Lefkas,Mykonos,Parga-området,Peloponnesos,Rhodos,Samos,Santorini,Thessaloniki,Zakynthos"
tui,Stockholm-Bromma,Indonesien,"Bali,"
tui,Stockholm-Bromma,Irland,"Dublin,"
tui,Stockholm-Bromma,Island,"Reykjavik,"
tui,Stockholm-Bromma,Italien,"Amalfikusten,Bari,Bologna,Bologna,Florens,Gardasjön,Italienska alperna,Lecce,Milano,Pisa,Polignano a Mare,Rimini,Rom,Sardinien,Sicilien,Venedig,Verona"
tui,Stockholm-Bromma,Jamaica,"Montego Bay,Negril,Ocho Rios"
tui,Stockholm-Bromma,Kroatien,"Dubrovnik-kusten,Istrien,Makarska-rivieran,Zadar-kusten"
tui,Stockholm-Bromma,Kuba,"Havanna,Varadero"
tui,Stockholm-Bromma,Lettland,"Riga,"
tui,Stockholm-Bromma,Maldiverna,"Ari Atoll,Baa Atoll,Dhaalu Atoll,Gaafu Alifu Atoll,Haa Dhaalu Atoll,Lhaviyani Atoll,Meemu Atoll,Noonu Atoll,North Male Atoll,Raa Atoll,South Male Atoll"
tui,Stockholm-Bromma,Malta,"Gozo,Mellieha,Sliema,St Julian's,St Paul's Bay"
tui,Stockholm-Bromma,Marocko,"Agadir,Marrakech"
tui,Stockholm-Bromma,Mauritius,"Bel Ombre,Belle Mare,Blue Bay,Flic en Flac,Grand Baie,Le Morne"
tui,Stockholm-Bromma,Mexico,"Akumal,Cancun,El Cuyo,Isla de Holbox,Playa Mujeres,Playa del Carmen,Puerto Aventuras,Puerto Morelos,Tulum"
tui,Stockholm-Bromma,Montenegro,"Becici,Bijela,Budva,Igalo,Kotor,Kumbor,Lustica Bay,Petrovac,Sveti Stefan,Ulcinj"
tui,Stockholm-Bromma,Nederländerna,"Amsterdam,"
tui,Stockholm-Bromma,Polen,"Gdansk,Krakow,Sopot"
tui,Stockholm-Bromma,Portugal,"Algarve,Lissabon,Madeira,Porto"
tui,Stockholm-Bromma,Qatar,"Doha,"
tui,Stockholm-Bromma,Seychellerna,"Mahé,Praslin"
tui,Stockholm-Bromma,Singapore,"Singapore,"
tui,Stockholm-Bromma,Spanien,"Barcelona,Bilbao,Costa Blanca,Costa Dorada,Costa de la Luz,Costa del Sol,Formentera,Ibiza,Kanarieöarna,Lloret de Mar,Madrid,Mallorca,Menorca,San Sebastián,Sevilla"
tui,Stockholm-Bromma,Sri Lanka,"Ahungalla,Bentota,Hikkaduwa,Waikal"
tui,Stockholm-Bromma,Storbritannien,"Edinburgh,London,Manchester"
tui,Stockholm-Bromma,Sydafrika,"Västra Kapprovinsen,"
tui,Stockholm-Bromma,Tanzania,"Zanzibar,"
tui,Stockholm-Bromma,Thailand,"Ao Nang (Krabi),Bangkok,Hua Hin,Khanom,Khao Lak,Klong Muang Beach (Krabi),Koh Chang,Koh Hai,Koh Kood,Koh Kradan,Koh Lanta,Koh Samet,Koh Samui,Phuket"
tui,Stockholm-Bromma,Tjeckien,"Prag,"
tui,Stockholm-Bromma,Turkiet,"Antalyakusten,Bodrumkusten,Istanbul,Marmariskusten"
tui,Stockholm-Bromma,Tyskland,"Berlin,München"
tui,Stockholm-Bromma,USA,"Boston,Chicago,Florida,Las Vegas,Los Angeles,New Orleans,New York,San Diego,San Francisco,Washington DC"
tui,Stockholm-Bromma,Ungern,"Budapest,"
tui,Stockholm-Bromma,Vietnam,"Da Nang,Phu Quoc"
tui,Stockholm-Bromma,Österrike,"Innsbruck (österrikiska alperna),Salzburg (österrikiska alperna),Wien"
tui,Stockholm-Nyköping Skavsta,Albanien,"Durres riviera,Vlora"
tui,Stockholm-Nyköping Skavsta,Aruba,"Aruba,"
tui,Stockholm-Nyköping Skavsta,Barbados,"Barbados,"
tui,Stockholm-Nyköping Skavsta,Brasilien,"Rio de Janeiro,"
tui,Stockholm-Nyköping Skavsta,Bulgarien,"Nessebar,Obzor,Pomorie,Sunny Beach"
tui,Stockholm-Nyköping Skavsta,Curacao,"Curacao,"
tui,Stockholm-Nyköping Skavsta,Curacao,"Curacao,"
tui,Stockholm-Nyköping Skavsta,Dominikanska republiken,"Bayahibe,Cabarete,Juan Dolio,Las Terrenas,Playa Dorada,Punta Cana,Samana,Santo Domingo"
tui,Stockholm-Nyköping Skavsta,Dubai/Förenade Arabemiraten,"Abu Dhabi,Ajman,Bur Dubai,Deira,Downtown Dubai,Dubai Jumeirah Beach,Ras al Khaimah"
tui,Stockholm-Nyköping Skavsta,Estland,"Tallinn,"
tui,Stockholm-Nyköping Skavsta,Frankrike,"Franska alperna,Franska rivieran,Korsika,Lyon,Paris"
tui,Stockholm-Nyköping Skavsta,Grekland,"Aten,Halkidiki,Karpathos,Korfu,Kos,Kreta,Lefkas,Mykonos,Parga-området,Peloponnesos,Rhodos,Samos,Santorini,Thessaloniki,Zakynthos"
tui,Stockholm-Nyköping Skavsta,Indonesien,"Bali,"
tui,Stockholm-Nyköping Skavsta,Irland,"Dublin,"
tui,Stockholm-Nyköping Skavsta,Island,"Reykjavik,"
tui,Stockholm-Nyköping Skavsta,Italien,"Amalfikusten,Bari,Bologna,Bologna,Florens,Gardasjön,Italienska alperna,Lecce,Milano,Pisa,Polignano a Mare,Rimini,Rom,Sardinien,Sicilien,Venedig,Verona"
tui,Stockholm-Nyköping Skavsta,Jamaica,"Montego Bay,Negril,Ocho Rios"
tui,Stockholm-Nyköping Skavsta,Kroatien,"Dubrovnik-kusten,Istrien,Makarska-rivieran,Zadar-kusten"
tui,Stockholm-Nyköping Skavsta,Kuba,"Havanna,Varadero"
tui,Stockholm-Nyköping Skavsta,Lettland,"Riga,"
tui,Stockholm-Nyköping Skavsta,Maldiverna,"Ari Atoll,Baa Atoll,Dhaalu Atoll,Gaafu Alifu Atoll,Haa Dhaalu Atoll,Lhaviyani Atoll,Meemu Atoll,Noonu Atoll,North Male Atoll,Raa Atoll,South Male Atoll"
tui,Stockholm-Nyköping Skavsta,Malta,"Gozo,Mellieha,Sliema,St Julian's,St Paul's Bay"
tui,Stockholm-Nyköping Skavsta,Marocko,"Agadir,Marrakech"
tui,Stockholm-Nyköping Skavsta,Mauritius,"Bel Ombre,Belle Mare,Blue Bay,Flic en Flac,Grand Baie,Le Morne"
tui,Stockholm-Nyköping Skavsta,Mexico,"Akumal,Cancun,El Cuyo,Isla de Holbox,Playa Mujeres,Playa del Carmen,Puerto Aventuras,Puerto Morelos,Tulum"
tui,Stockholm-Nyköping Skavsta,Montenegro,"Becici,Bijela,Budva,Igalo,Kotor,Kumbor,Lustica Bay,Petrovac,Sveti Stefan,Ulcinj"
tui,Stockholm-Nyköping Skavsta,Nederländerna,"Amsterdam,"
tui,Stockholm-Nyköping Skavsta,Polen,"Gdansk,Krakow,Sopot"
tui,Stockholm-Nyköping Skavsta,Portugal,"Algarve,Lissabon,Madeira,Porto"
tui,Stockholm-Nyköping Skavsta,Qatar,"Doha,"
tui,Stockholm-Nyköping Skavsta,Seychellerna,"Mahé,Praslin"
tui,Stockholm-Nyköping Skavsta,Singapore,"Singapore,"
tui,Stockholm-Nyköping Skavsta,Spanien,"Barcelona,Bilbao,Costa Blanca,Costa Dorada,Costa de la Luz,Costa del Sol,Formentera,Ibiza,Kanarieöarna,Lloret de Mar,Madrid,Mallorca,Menorca,San Sebastián,Sevilla"
tui,Stockholm-Nyköping Skavsta,Sri Lanka,"Ahungalla,Bentota,Hikkaduwa,Waikal"
tui,Stockholm-Nyköping Skavsta,Storbritannien,"Edinburgh,London,Manchester"
tui,Stockholm-Nyköping Skavsta,Sydafrika,"Västra Kapprovinsen,"
tui,Stockholm-Nyköping Skavsta,Tanzania,"Zanzibar,"
tui,Stockholm-Nyköping Skavsta,Thailand,"Ao Nang (Krabi),Bangkok,Hua Hin,Khanom,Khao Lak,Klong Muang Beach (Krabi),Koh Chang,Koh Hai,Koh Kood,Koh Kradan,Koh Lanta,Koh Samet,Koh Samui,Phuket"
tui,Stockholm-Nyköping Skavsta,Tjeckien,"Prag,"
tui,Stockholm-Nyköping Skavsta,Turkiet,"Antalyakusten,Bodrumkusten,Istanbul,Marmariskusten"
tui,Stockholm-Nyköping Skavsta,Tyskland,"Berlin,München"
tui,Stockholm-Nyköping Skavsta,USA,"Boston,Chicago,Florida,Las Vegas,Los Angeles,New Orleans,New York,San Diego,San Francisco,Washington DC"
tui,Stockholm-Nyköping Skavsta,Ungern,"Budapest,"
tui,Stockholm-Nyköping Skavsta,Vietnam,"Da Nang,Phu Quoc"
tui,Stockholm-Nyköping Skavsta,Österrike,"Innsbruck (österrikiska alperna),Salzburg (österrikiska alperna),Wien"
tui,Sundsvall,Albanien,"Durres riviera,Vlora"
tui,Sundsvall,Aruba,"Aruba,"
tui,Sundsvall,Barbados,"Barbados,"
tui,Sundsvall,Brasilien,"Rio de Janeiro,"
tui,Sundsvall,Bulgarien,"Nessebar,Obzor,Pomorie,Sunny Beach"
tui,Sundsvall,Curacao,"Curacao,"
tui,Sundsvall,Curacao,"Curacao,"
tui,Sundsvall,Dominikanska republiken,"Bayahibe,Cabarete,Juan Dolio,Las Terrenas,Playa Dorada,Punta Cana,Samana,Santo Domingo"
tui,Sundsvall,Dubai/Förenade Arabemiraten,"Abu Dhabi,Ajman,Bur Dubai,Deira,Downtown Dubai,Dubai Jumeirah Beach,Ras al Khaimah"
tui,Sundsvall,Estland,"Tallinn,"
tui,Sundsvall,Frankrike,"Franska alperna,Franska rivieran,Korsika,Lyon,Paris"
tui,Sundsvall,Grekland,"Aten,Halkidiki,Karpathos,Korfu,Kos,Kreta,Lefkas,Mykonos,Parga-området,Peloponnesos,Rhodos,Samos,Santorini,Thessaloniki,Zakynthos"
tui,Sundsvall,Indonesien,"Bali,"
tui,Sundsvall,Irland,"Dublin,"
tui,Sundsvall,Island,"Reykjavik,"
tui,Sundsvall,Italien,"Amalfikusten,Bari,Bologna,Bologna,Florens,Gardasjön,Italienska alperna,Lecce,Milano,Pisa,Polignano a Mare,Rimini,Rom,Sardinien,Sicilien,Venedig,Verona"
